matchId,teamId,win,gold_avg,gold_per_sec_avg,cs_avg,jungle_cs_avg,level_avg,xp_avg,total_damage_done_avg,total_damage_taken_avg,damage_to_champions_avg,wards_placed_avg,wards_killed_avg,vision_score_avg,kills_avg,deaths_avg,assists_avg,towers,dragons,herald,first_blood,first_tower,first_dragon,first_herald
EUN1_3766186842,100,1,5575.2,10.0,64.4,18.4,9.6,6211.8,53015.6,9499.2,6999.4,0.0,0.0,0.0,3.2,1.8,2.2,1,1,0,0,1,1,0
EUN1_3766186842,200,0,5322.8,10.0,64.4,19.2,9.6,6039.2,53823.0,9844.8,6146.2,0.0,0.0,0.0,1.8,3.2,1.4,1,1,0,1,1,1,0
EUW1_7667542428,100,1,5375.2,10.0,72.2,22.4,9.6,6280.2,58151.6,9589.2,5052.6,0.0,0.0,0.0,2.0,3.2,1.4,0,1,0,1,0,1,0
EUW1_7667542428,200,0,5481.4,10.0,65.2,15.4,9.6,6412.2,49997.8,7043.2,7416.4,0.0,0.0,0.0,3.2,2.0,2.8,0,1,0,0,0,1,0
EUN1_3872549098,100,0,5101.4,10.0,60.8,14.8,9.2,5699.4,42832.2,11464.6,5833.0,0.0,0.0,0.0,2.4,3.2,2.6,1,0,0,1,1,0,0
EUN1_3872549098,200,1,6023.0,10.0,73.2,22.0,9.8,6487.4,62927.8,9491.8,8608.8,0.0,0.0,0.0,3.2,2.4,4.0,0,2,0,0,0,1,0
EUN1_3868116105,100,1,5315.6,10.0,64.0,16.8,9.2,5986.6,50227.6,10568.2,6588.6,0.0,0.0,0.0,3.0,2.2,2.0,0,1,0,0,0,1,0
EUN1_3868116105,200,0,5105.4,10.0,68.4,17.2,9.4,6124.0,51819.2,9518.2,6119.6,0.0,0.0,0.0,2.2,3.0,0.8,1,0,0,1,1,0,0
EUN1_3835267212,100,1,5813.0,10.0,64.4,17.0,9.6,6047.6,47439.0,8861.0,7339.4,0.0,0.0,0.0,3.8,2.8,2.6,0,0,0,0,0,0,0
EUN1_3835267212,200,0,5502.0,10.0,69.4,16.0,9.4,6023.2,49631.6,10881.6,6474.2,0.0,0.0,0.0,2.8,3.8,2.8,1,2,0,1,1,1,0
EUN1_3867566248,100,1,5738.0,10.0,70.6,18.8,9.8,6503.6,56004.6,9520.8,7410.0,0.0,0.0,0.0,3.8,1.0,3.2,0,1,0,1,0,1,0
